area,year,total_generation,renewable_generation,fossil_generation,renewable_share,fossil_share,renewable_yoy_growth,generation,demand,balance,imports
North Macedonia,2004,106.66000000000001,23.7,82.64,0.22220138758672414,0.7747984249015563,0.09065807639208456,6.66,7.84,-1.1799999999999997,-1.18
North Macedonia,2005,106.94,22.959999999999997,83.83,0.2146998316813166,0.7838975126239013,-0.031223628691983252,6.94,8.54,-1.5999999999999988,-1.6
North Macedonia,2006,107.00999999999999,25.189999999999998,78.01,0.23539856088216055,0.7289972899728998,0.0971254355400697,7.01,8.8,-1.790000000000001,-1.79
North Macedonia,2007,106.49999999999999,16.55,82.09,0.15539906103286388,0.7707981220657278,-0.3429932512901944,6.5,8.99,-2.49,-2.49
North Macedonia,2008,106.31,14.15,89.13000000000001,0.1331013074969429,0.8383971404383408,-0.14501510574018128,6.31,9.04,-2.7299999999999995,-2.73
North Macedonia,2009,106.82,19.89,83.00999999999999,0.18620108593896276,0.7771016663546152,0.40565371024734986,6.82,8.26,-1.4399999999999995,-1.44
North Macedonia,2010,107.25999999999999,35.9,70.47,0.3347007272049226,0.657001678165206,0.8049270990447459,7.26,8.68,-1.42,-1.42
North Macedonia,2011,106.75999999999999,22.58,83.07000000000001,0.21150243536905208,0.7781004121393782,-0.37103064066852365,6.76,9.44,-2.6799999999999997,-2.68
North Macedonia,2012,106.25999999999999,17.65,87.08,0.1661020139281009,0.8194993412384717,-0.2183348095659876,6.26,8.93,-2.67,-2.67
North Macedonia,2013,106.09,27.690000000000005,76.47,0.2610048072391366,0.7208030917145819,0.5688385269121816,6.09,8.52,-2.4299999999999997,-2.43
North Macedonia,2014,105.38,25.27,77.17999999999999,0.2397988233061302,0.7323970392863921,-0.08739617190321436,5.38,8.34,-2.96,-2.96
North Macedonia,2015,105.65,37.949999999999996,65.08,0.35920492191197345,0.6159962139138665,0.5017807677087454,5.65,8.16,-2.51,-2.51
North Macedonia,2016,105.63,38.839999999999996,64.91,0.36769857048187066,0.6145034554577298,0.023451910408432086,5.63,7.66,-2.0300000000000002,-2.03
North Macedonia,2017,105.6,24.32,79.58,0.23030303030303031,0.7535984848484849,-0.3738414006179196,5.6,7.58,-1.9800000000000004,-1.98
North Macedonia,2018,105.61000000000001,36.9,67.77,0.3493987311807593,0.641700596534419,0.5172697368421051,5.61,7.53,-1.92,-1.92
North Macedonia,2019,105.87,24.16,80.62,0.22820440162463398,0.7614999527722679,-0.34525745257452567,5.87,7.7,-1.83,-1.83
North Macedonia,2020,105.34,29.19,74.37,0.27710271501803685,0.7059996202771976,0.20819536423841067,5.34,7.67,-2.33,-2.33
North Macedonia,2021,105.52999999999999,31.479999999999997,71.37,0.2983037998673363,0.6763005780346822,0.07845152449468973,5.53,8.01,-2.4799999999999995,-2.48
North Macedonia,2022,105.94,28.71,67.06,0.27100245421936947,0.6329998112138947,-0.08799237611181687,5.94,7.35,-1.4099999999999993,-1.41
North Macedonia,2023,106.88999999999999,34.28,64.38000000000001,0.320703526990364,0.6023014313780524,0.19400905607802166,6.89,7.04,-0.15000000000000036,-0.15
North Macedonia,2024,106.31,41.940000000000005,61.489999999999995,0.3945066315492428,0.5784027843100367,0.22345390898483086,6.31,7.02,-0.71,-0.71
North Macedonia,2025,106.82,50.43,53.72999999999999,0.4721026025088935,0.5029956936903202,0.2024320457796851,6.82,8.35,-1.5299999999999994,-1.53
Norway,2000,242.51999999999998,241.82,0.43,0.9971136401121558,0.001773049645390071,,142.52,123.47,19.05000000000001,19.05
Norway,2001,221.32,220.26000000000002,0.51,0.995210554852702,0.0023043556840773543,-0.08915722438177143,121.32,124.89,-3.5700000000000074,-3.57
Norway,2002,230.23999999999998,229.27999999999997,0.42,0.9958304378040306,0.0018241834607366227,0.040951602651411845,130.24,120.53,9.710000000000008,9.71
Norway,2003,206.67000000000002,205.43,0.66,0.9940000967726327,0.0031934968790825954,-0.10402128401953925,106.67,114.54,-7.8700000000000045,-7.87
Norway,2004,210.1,208.74999999999997,0.7899999999999999,0.9935744883388862,0.0037601142313184194,0.016161222800954,110.1,121.55,-11.450000000000003,-11.45
Norway,2005,237.25,235.98000000000002,0.73,0.9946469968387778,0.003076923076923077,0.13044311377245532,137.25,125.21,12.040000000000006,12.04
Norway,2006,221.22,219.72,0.9299999999999999,0.9932194195823163,0.004203959858963927,-0.0689041444190186,121.22,122.07,-0.8499999999999943,-0.85
Norway,2007,236.10999999999999,234.08,1.3900000000000001,0.9914023124814706,0.005887086527466012,0.06535590751866027,136.11,126.08,10.030000000000015,10.03
Norway,2008,241.19,239.75,0.8200000000000001,0.9940296032173805,0.0033998092789916667,0.024222488038277534,141.19,127.33,13.86,13.86
Norway,2009,230.97,223.06,7.530000000000001,0.965753128111876,0.03260163657617873,-0.069614181438999,130.97,121.99,8.980000000000004,8.98
Norway,2010,223.14,213.75,8.77,0.9579187953751009,0.03930267993188133,-0.041737649063032345,123.14,130.69,-7.549999999999997,-7.55
Norway,2011,225.93,218.71000000000004,6.73,0.9680431992209978,0.029787987429734875,0.023204678362573228,125.93,122.85,3.0800000000000125,3.08
Norway,2012,246.18,241.82000000000002,3.8400000000000003,0.9822893817531888,0.015598342676090666,0.10566503589227727,146.18,128.36,17.819999999999993,17.82
Norway,2013,233.14,228.36999999999998,3.69,0.9795401904435103,0.015827399845586343,-0.055619882557274236,133.14,128.13,5.009999999999991,5.01
Norway,2014,240.88,235.86,3.87,0.9791597475921622,0.016066090999667885,0.03279765293164627,140.88,125.3,15.579999999999998,15.58
Norway,2015,242.99999999999997,238.01,3.81,0.9794650205761317,0.015679012345679016,0.00911557703722532,143.0,128.35,14.650000000000006,14.65
Norway,2016,248.03,243.20999999999998,3.77,0.9805668669112606,0.01519977422086038,0.021847821520104116,148.03,131.62,16.409999999999997,16.41
Norway,2017,248.26999999999998,243.6,3.52,0.98118983364885,0.014178112538768278,0.0016035524855064764,148.27,133.11,15.159999999999997,15.16
Norway,2018,245.94,241.07,3.7399999999999998,0.9801984223794421,0.015206961047409937,-0.010385878489326816,145.94,135.79,10.150000000000006,10.15
Norway,2019,233.82999999999998,229.01000000000002,3.67,0.9793867339520166,0.015695163152717788,-0.05002696312274435,133.83,133.87,-0.03999999999999204,-0.04
Norway,2020,254.32000000000002,250.55,2.72,0.9851761560239068,0.0106951871657754,0.09405702807737648,154.32,133.85,20.47,20.47
Norway,2021,257.13,255.37,0.5800000000000001,0.9931552133162214,0.0022556683389725043,0.019237677110357287,157.13,139.55,17.579999999999984,17.58
Norway,2022,245.42,242.11,2.01,0.9865129166327113,0.008190041561404938,-0.051924658338880825,145.42,132.9,12.519999999999982,12.52
Norway,2023,253.63,249.75,2.58,0.9847021251429248,0.010172298229704689,0.03155590434100186,153.63,135.89,17.74000000000001,17.74
Norway,2024,257.10999999999996,253.51999999999998,2.41,0.9860371047411615,0.009373419936991952,0.01509509509509499,157.11,138.67,18.440000000000026,18.44
Norway,2025,260.81,258.2,1.46,0.989992715003259,0.005597944864077297,0.01846008204480909,160.81,137.71,23.099999999999994,23.1
Poland,2000,243.18,3.95,232.38,0.01624311209803438,0.9555884529977794,,143.18,136.81,6.3700000000000045,6.37
Poland,2001,243.72,4.72,231.19,0.019366486131626455,0.9485885442310849,0.19493670886075942,143.72,136.99,6.72999999999999,6.73
Poland,2002,242.49,4.71,229.98000000000002,0.01942348138067549,0.9484102437213906,-0.0021186440677966045,142.49,135.42,7.070000000000022,7.07
Poland,2003,250.01,3.7500000000000004,238.46,0.014999400023999042,0.953801847926083,-0.20382165605095537,150.01,139.85,10.159999999999997,10.16
Poland,2004,252.54000000000002,5.290000000000001,238.96,0.020947176684881604,0.9462263403817217,0.41066666666666674,152.54,143.25,9.289999999999992,9.29
Poland,2005,255.29,6.33,241.72,0.024795330800266364,0.946844764777312,0.19659735349716434,155.29,144.1,11.189999999999998,11.19
Poland,2006,260.7,6.96,245.92000000000002,0.026697353279631762,0.943306482546989,0.09952606635071093,160.7,149.71,10.98999999999998,10.99
Poland,2007,258.52,8.85,242.17,0.03423332817576977,0.9367553767600186,0.27155172413793105,158.52,153.17,5.350000000000023,5.35
Poland,2008,254.5,10.879999999999999,236.5,0.042750491159135554,0.9292730844793713,0.2293785310734462,154.5,153.83,0.6699999999999875,0.67
Poland,2009,250.85999999999996,14.46,229.76,0.057641712508969156,0.9158893406681019,0.3290441176470591,150.86,148.67,2.190000000000026,2.19
Poland,2010,256.77,17.82,231.45,0.06940063091482651,0.9013903493398762,0.2323651452282156,156.77,155.42,1.3500000000000227,1.35
Poland,2011,262.87,21.189999999999998,234.95999999999998,0.0806101875451744,0.8938258454749495,0.1891133557800222,162.87,157.63,5.240000000000009,5.24
Poland,2012,261.47999999999996,27.33,228.05,0.10452042221202387,0.872150833715772,0.2897593204341671,161.48,158.64,2.8400000000000034,2.84
Poland,2013,263.78000000000003,27.47,230.3,0.10413981348093106,0.8730760482220031,0.005122575923893091,163.78,159.26,4.52000000000001,4.52
Poland,2014,258.34999999999997,32.39,220.01,0.12537255660925103,0.8515966711825045,0.17910447761194037,158.35,160.52,-2.170000000000016,-2.17
Poland,2015,264.3,36.5,220.24,0.1381006432084752,0.8332954975406734,0.12689101574560047,164.3,163.97,0.3300000000000125,0.33
Poland,2016,266.0,36.55,221.38,0.13740601503759398,0.8322556390977444,0.001369863013698458,166.0,168.0,-2.0,-2.0
Poland,2017,269.90999999999997,38.339999999999996,224.28,0.14204734911637212,0.8309436478826276,0.048974008207934405,169.91,172.2,-2.289999999999992,-2.29
Poland,2018,269.43,34.38,227.70000000000002,0.12760271684667632,0.8451174702148981,-0.10328638497652565,169.43,175.12,-5.689999999999998,-5.69
Poland,2019,263.22,41.06,214.39,0.15599118608008508,0.8144897804118226,0.19429901105293768,163.22,173.84,-10.620000000000005,-10.62
Poland,2020,257.15,46.19,204.03,0.1796227882558818,0.7934279603344352,0.12493911349245002,157.15,170.42,-13.269999999999982,-13.27
Poland,2021,278.78999999999996,47.660000000000004,223.58999999999997,0.17095304709638082,0.8020015065102766,0.031825070361550356,178.79,179.68,-0.8900000000000148,-0.89
Poland,2022,278.6,58.79,212.29,0.2110193826274228,0.7619885139985642,0.23352916491817033,178.6,176.92,1.6800000000000068,1.68
Poland,2023,265.52,73.57,185.01999999999998,0.2770789394395902,0.6968213317264236,0.25140329988093213,165.52,169.26,-3.7399999999999807,-3.74
Poland,2024,272.12,84.76,180.17,0.31148022931059827,0.662097603998236,0.15210004077749106,172.12,174.09,-1.9699999999999989,-1.97
Poland,2025,273.26,86.09,176.87,0.31504793969113665,0.6472590207128742,0.015691363850873108,173.26,174.31,-1.0500000000000114,-1.05
Portugal,2000,143.21,42.66,72.05,0.29788422596187414,0.5031073249074784,,43.21,44.14,-0.9299999999999997,-0.93
Portugal,2001,146.06,49.910000000000004,66.02,0.34170888675886624,0.4520060249212652,0.16994842944210053,46.06,46.3,-0.23999999999999488,-0.24
Portugal,2002,145.55,31.09,77.49000000000001,0.21360357265544486,0.5323943661971832,-0.37707874173512324,45.55,47.45,-1.9000000000000057,-1.9
Portugal,2003,146.39,55.86,70.27000000000001,0.3815834414919052,0.4800191269895486,0.7967192023158571,46.39,49.18,-2.789999999999999,-2.79
Portugal,2004,144.68,39.870000000000005,85.97,0.27557367984517556,0.5942079071053359,-0.28625134264232,44.68,51.16,-6.479999999999997,-6.48
Portugal,2005,146.01,26.18,91.52,0.1793027874803096,0.6268063831244436,-0.34336593930273396,46.01,52.83,-6.82,-6.82
Portugal,2006,148.39999999999998,48.2,83.71000000000001,0.32479784366576825,0.5640835579514826,0.8411000763941943,48.4,53.84,-5.440000000000005,-5.44
Portugal,2007,146.71,50.910000000000004,80.16,0.34701111035375914,0.5463840229023242,0.056224066390041516,46.71,54.2,-7.490000000000002,-7.49
Portugal,2008,145.34,46.93,84.62,0.3228980322003578,0.5822209990367414,-0.07817717540758207,45.34,54.77,-9.43,-9.43
Portugal,2009,149.38,55.31999999999999,83.52000000000001,0.3703307002276074,0.5591109921006829,0.1787769017685914,49.38,54.16,-4.779999999999994,-4.78
Portugal,2010,153.48000000000002,81.36,63.14,0.5301016419077403,0.4113891060724524,0.4707158351409979,53.48,56.1,-2.6200000000000045,-2.62
Portugal,2011,151.78,70.68,72.6,0.46567400184477536,0.4783238898405587,-0.131268436578171,51.78,54.59,-2.8100000000000023,-2.81
Portugal,2012,145.44,62.0,76.05,0.4262926292629263,0.5228960396039604,-0.1228070175438597,45.44,53.33,-7.890000000000001,-7.89
Portugal,2013,150.35,88.0,56.95,0.5853009644163618,0.3787828400399069,0.4193548387096775,50.35,53.13,-2.780000000000001,-2.78
Portugal,2014,151.8,92.52999999999999,55.03999999999999,0.6095520421607377,0.36258234519104077,0.05147727272727254,51.8,52.7,-0.9000000000000057,-0.9
Portugal,2015,151.14000000000001,71.98,74.74000000000001,0.47624718803758104,0.494508402805346,-0.22209013292986046,51.14,53.41,-2.269999999999996,-2.27
Portugal,2016,159.05,87.0,67.9,0.5469977994341402,0.4269097767997485,0.20866907474298402,59.05,53.96,5.089999999999996,5.09
Portugal,2017,157.59,61.78,91.83,0.39202995113903166,0.5827146392537598,-0.28988505747126436,57.59,54.91,2.680000000000007,2.68
Portugal,2018,158.35000000000002,79.81,74.94999999999999,0.5040101041995578,0.4733185980423112,0.2918420200712204,58.35,55.69,2.6600000000000037,2.66
Portugal,2019,151.60000000000002,80.53,66.96000000000001,0.5312005277044854,0.44168865435356197,0.009021425886480472,51.6,55.0,-3.3999999999999986,-3.4
Portugal,2020,151.39,88.7,58.8,0.585903956668208,0.38840081907655727,0.10145287470507891,51.39,52.85,-1.4600000000000009,-1.46
Portugal,2021,149.22,95.63,49.63,0.6408658356788633,0.3325961667336818,0.078128523111612,49.22,53.97,-4.75,-4.75
Portugal,2022,146.32999999999998,87.21000000000001,54.93,0.59598168523201,0.37538440511173377,-0.08804768378124006,46.33,55.58,-9.25,-9.25
Portugal,2023,146.14,108.83,33.0,0.7446968660188861,0.22581086629259617,0.24790735007453257,46.14,56.37,-10.229999999999997,-10.23
Portugal,2024,147.27,125.46000000000001,17.54,0.8519046649012019,0.1191009710056359,0.1528071303868419,47.27,57.74,-10.469999999999999,-10.47
Portugal,2025,151.13,122.35,24.8,0.8095679216568517,0.16409713491695893,-0.024788777299537768,51.13,60.44,-9.309999999999995,-9.31
Romania,2000,151.56,43.45,82.08000000000001,0.2866851411982054,0.5415676959619953,,51.56,50.86,0.7000000000000028,0.7
Romania,2001,153.55,42.78,79.63,0.278606317160534,0.5185932920872679,-0.015420023014959816,53.55,52.24,1.3099999999999952,1.31
Romania,2002,154.42000000000002,45.54,83.08,0.29490998575314076,0.5380132107239994,0.06451612903225801,54.42,51.57,2.8500000000000014,2.85
Romania,2003,154.84,37.44,93.29,0.2417979850167915,0.6024928958925343,-0.17786561264822143,54.84,52.76,2.0800000000000054,2.08
Romania,2004,156.47,45.75,88.5,0.29238831724931297,0.565603630088835,0.2219551282051282,56.47,55.29,1.1799999999999997,1.18
Romania,2005,159.32999999999998,54.300000000000004,84.65,0.34080210883072876,0.531287265423963,0.18688524590163946,59.33,56.43,2.8999999999999986,2.9
Romania,2006,162.56,47.71,96.09,0.2934916338582677,0.5911048228346457,-0.1213627992633518,62.56,58.29,4.270000000000003,4.27
Romania,2007,161.56,42.010000000000005,96.21000000000001,0.26002723446397624,0.5955063134439218,-0.11947180884510578,61.56,59.47,2.0900000000000034,2.09
Romania,2008,164.86,43.769999999999996,90.84,0.26549799830158916,0.5510129807109062,0.04189478695548665,64.86,60.61,4.25,4.25
Romania,2009,157.59,42.56,80.36999999999999,0.2700678977092455,0.5099942889777269,-0.027644505368974004,57.59,55.29,2.3000000000000043,2.3
Romania,2010,160.42000000000002,53.89,74.19,0.33593068195985537,0.4624735070440094,0.2662124060150375,60.42,58.15,2.270000000000003,2.27
Romania,2011,161.8,42.720000000000006,86.77,0.26402966625463536,0.5362793572311495,-0.20727407682315824,61.8,59.89,1.9099999999999966,1.91
Romania,2012,158.54,40.44,85.64,0.25507758294436733,0.5401791346032547,-0.05337078651685412,58.54,58.79,-0.25,-0.25
Romania,2013,158.19,54.78,71.22,0.3462924331500095,0.4502180921676465,0.3545994065281901,58.19,56.17,2.019999999999996,2.02
Romania,2014,164.92,68.9,65.7,0.4177783167596411,0.39837496968227026,0.25775830595107707,64.92,57.79,7.130000000000003,7.13
Romania,2015,165.66,66.08,69.42999999999999,0.3988892913195702,0.4191114330556561,-0.040928882438316494,65.66,58.93,6.729999999999997,6.73
Romania,2016,164.22,68.97,65.28999999999999,0.41998538545853126,0.397576421873097,0.04373486682808725,64.22,59.2,5.019999999999996,5.02
Romania,2017,163.54,62.51,70.63,0.3822306469365293,0.4318821083526966,-0.09366391184573009,63.54,60.65,2.8900000000000006,2.89
Romania,2018,164.07,67.06,67.02,0.40872798195892,0.4084841835801792,0.072788353863382,64.07,61.53,2.539999999999992,2.54
Romania,2019,158.76,66.54,60.949999999999996,0.4191232048374906,0.38391282438901486,-0.007754249925439827,58.76,60.28,-1.5200000000000031,-1.52
Romania,2020,155.20999999999998,69.19,52.9,0.44578313253012053,0.3408285548611559,0.03982566877066418,55.21,58.0,-2.789999999999999,-2.79
Romania,2021,158.56,71.32,55.769999999999996,0.4497981836528758,0.3517280524722502,0.030784795490677697,58.56,60.76,-2.1999999999999957,-2.2
Romania,2022,154.74,66.78,55.68,0.4315626211709965,0.3598293912369135,-0.06365675827257422,54.74,55.96,-1.2199999999999989,-1.22
Romania,2023,156.95,78.16,47.43,0.4979929913985346,0.3021981522777955,0.17041030248577416,56.95,53.93,3.020000000000003,3.02
Romania,2024,152.72,71.03999999999999,49.57,0.46516500785751697,0.3245809324253536,-0.09109518935516892,52.72,55.68,-2.960000000000001,-2.96
Romania,2025,149.81,70.47,48.120000000000005,0.4703958347239837,0.32120686202523197,-0.008023648648648574,49.81,54.39,-4.579999999999998,-4.58
Serbia,2000,131.95,40.56,90.11,0.3073891625615764,0.6829101932550209,,31.95,34.96,-3.0100000000000016,-3.01
Serbia,2001,132.57,40.260000000000005,91.02000000000001,0.3036886173342386,0.6865806743607152,-0.007396449704141994,32.57,36.61,-4.039999999999999,-4.04
Serbia,2002,133.24,39.8,92.43,0.2987090963674572,0.6937105974181927,-0.011425732737208372,33.24,37.72,-4.479999999999997,-4.48
Serbia,2003,134.26,34.25,98.95000000000002,0.25510204081632654,0.7370028303292121,-0.1394472361809045,34.26,37.05,-2.789999999999999,-2.79
Serbia,2004,137.19,39.18,97.46,0.2855893286682703,0.7104016327720679,0.14394160583941606,37.19,36.92,0.269999999999996,0.27
Serbia,2005,135.86,43.230000000000004,89.78999999999999,0.3181952009421463,0.6609009274252906,0.10336906584992356,35.86,33.92,1.9399999999999977,1.94
Serbia,2006,135.87,39.2,95.22,0.28851107676455434,0.7008169573857363,-0.09322229932916959,35.87,35.06,0.8099999999999952,0.81
Serbia,2007,135.97000000000003,35.760000000000005,98.28999999999999,0.2629991909980143,0.7228800470692063,-0.08775510204081627,35.97,35.88,0.0899999999999963,0.09
Serbia,2008,136.82000000000002,35.52,100.65999999999998,0.2596111679579009,0.7357111533401547,-0.006711409395973256,36.82,36.89,-0.07000000000000028,-0.07
Serbia,2009,137.70999999999998,38.489999999999995,98.67000000000002,0.2795003993900225,0.7165057003848669,0.08361486486486469,37.71,36.28,1.4299999999999997,1.43
Serbia,2010,137.42000000000002,43.66,93.08999999999999,0.3177121234172609,0.6774123126182504,0.13432060275396207,37.42,37.12,0.30000000000000426,0.3
Serbia,2011,138.02,31.47,106.03999999999999,0.22801043327054046,0.7682944500796984,-0.27920293174530464,38.02,37.74,0.28000000000000114,0.28
Serbia,2012,136.19,35.0,100.86000000000001,0.2569939055730964,0.7405830090315002,0.11217032094057844,36.19,36.58,-0.39000000000000057,-0.39
Serbia,2013,139.23000000000002,36.27,102.81,0.26050420168067223,0.7384184443007972,0.03628571428571448,39.23,36.69,2.539999999999999,2.54
Serbia,2014,133.44,44.01,89.23,0.32981115107913667,0.6686900479616308,0.21339950372208416,33.44,35.0,-1.5600000000000023,-1.56
Serbia,2015,137.59,37.01,100.22,0.2689875717712043,0.7283959590086488,-0.15905476028175414,37.59,36.67,0.9200000000000017,0.92
Serbia,2016,138.61,38.99999999999999,99.14999999999999,0.2813649808816102,0.7153163552413244,0.0537692515536341,38.61,36.69,1.9200000000000017,1.92
Serbia,2017,136.44,34.78999999999999,101.13,0.2549838756962767,0.7412049252418645,-0.10794871794871796,36.44,37.27,-0.8300000000000054,-0.83
Serbia,2018,136.67,40.629999999999995,95.49,0.29728543206263264,0.6986902758469306,0.1678643288301238,36.67,36.79,-0.11999999999999744,-0.12
Serbia,2019,136.86,39.02000000000001,97.47,0.28510887037848903,0.7121876370013152,-0.03962589219788293,36.86,36.94,-0.0799999999999983,-0.08
Serbia,2020,137.18,37.489999999999995,99.50999999999999,0.2732905671380667,0.7253972882344364,-0.03921066119938532,37.18,36.57,0.6099999999999994,0.61
Serbia,2021,137.45999999999998,46.06,91.15,0.33507929579514045,0.663101993307144,0.22859429181114987,37.46,38.11,-0.6499999999999986,-0.65
Serbia,2022,134.84,38.01,96.52,0.281889646989024,0.7158113319489765,-0.17477203647416417,34.84,37.59,-2.75,-2.75
Serbia,2023,139.33,48.72,90.37,0.34967343716356847,0.6486040335893203,0.28176795580110503,39.33,37.14,2.1899999999999977,2.19
Serbia,2024,136.96,43.91,92.56,0.3206045560747663,0.6758177570093458,-0.0987274220032841,36.96,37.48,-0.519999999999996,-0.52
Serbia,2025,136.62,37.980000000000004,98.23,0.2779973649538867,0.7190016103059581,-0.13504896378956943,36.62,37.4,-0.7800000000000011,-0.78
Slovakia,2000,130.78,19.59,37.9,0.14979354641382475,0.28979966355711884,,30.78,28.08,2.700000000000003,2.7
Slovakia,2001,131.82,21.040000000000003,35.3,0.1596115915642543,0.2677894098012441,0.07401735579377244,31.82,28.14,3.6799999999999997,3.68
Slovakia,2002,132.18,22.27,31.459999999999997,0.16848237252231804,0.2380087759116356,0.05846007604562731,32.18,28.02,4.16,4.16
Slovakia,2003,130.98,15.13,35.35,0.11551381890364942,0.269888532600397,-0.32061068702290074,30.98,28.72,2.2600000000000016,2.26
Slovakia,2004,130.45999999999998,17.69,34.69,0.13559711789054119,0.26590525831672546,0.16920026437541313,30.46,28.6,1.8599999999999994,1.86
Slovakia,2005,131.34,19.619999999999997,32.36,0.14938328003654636,0.24638343231308055,0.10910118711136207,31.34,28.07,3.2699999999999996,3.27
Slovakia,2006,131.25,20.2,30.319999999999997,0.1539047619047619,0.23100952380952378,0.02956167176350677,31.25,28.92,2.3299999999999983,2.33
Slovakia,2007,127.85000000000001,22.64,29.48,0.17708251857645677,0.23058271411810716,0.1207920792079209,27.85,29.58,-1.7299999999999969,-1.73
Slovakia,2008,128.7,20.49,28.159999999999997,0.1592074592074592,0.2188034188034188,-0.09496466431095418,28.7,29.22,-0.5199999999999996,-0.52
Slovakia,2009,125.92999999999999,23.890000000000004,28.32,0.18970856825220364,0.2248868418962916,0.1659346022449979,25.93,27.24,-1.3099999999999987,-1.31
Slovakia,2010,127.46000000000001,27.62,26.78,0.21669543386160364,0.21010513102149694,0.1561322729175385,27.46,28.5,-1.0399999999999991,-1.04
Slovakia,2011,128.28,22.679999999999996,30.39,0.176800748362956,0.23690364826941065,-0.17885590152063735,28.28,29.01,-0.7300000000000004,-0.73
Slovakia,2012,128.3,24.799999999999997,28.380000000000003,0.1932969602494154,0.22120031176929073,0.0934744268077603,28.3,28.69,-0.39000000000000057,-0.39
Slovakia,2013,128.5,28.68,24.62,0.22319066147859923,0.19159533073929963,0.15645161290322585,28.5,28.59,-0.08999999999999986,-0.09
Slovakia,2014,127.13,29.24,21.04,0.2300007865963974,0.1654998820105404,0.019525801952580135,27.13,28.23,-1.1000000000000014,-1.1
Slovakia,2015,126.62,28.79,21.07,0.22737324277365345,0.16640341178328857,-0.01538987688098492,26.62,29.01,-2.3900000000000006,-2.39
Slovakia,2016,126.8,31.379999999999995,20.439999999999998,0.24747634069400629,0.161198738170347,0.08996179228898904,26.8,29.45,-2.6499999999999986,-2.65
Slovakia,2017,127.42,30.39,21.65,0.2385025898603045,0.16991053209857163,-0.031548757170171915,27.42,30.45,-3.0299999999999976,-3.03
Slovakia,2018,126.65999999999998,27.610000000000003,23.14,0.21798515711353234,0.18269382599084166,-0.09147745969068766,26.66,30.34,-3.6799999999999997,-3.68
Slovakia,2019,128.20999999999998,30.23,24.58,0.23578504016847363,0.19171671476483895,0.09489315465411075,28.21,29.91,-1.6999999999999993,-1.7
Slovakia,2020,128.51,30.869999999999997,24.47,0.24021476927865534,0.19041319741654347,0.021171022163413822,28.51,28.83,-0.31999999999999673,-0.32
Slovakia,2021,129.7,29.57,26.5,0.22798766383962993,0.2043176561295297,-0.0421120829284094,29.7,30.47,-0.7699999999999996,-0.77
Slovakia,2022,126.53999999999999,27.750000000000004,17.73,0.21929824561403513,0.14011379800853485,-0.0615488670950286,26.54,27.95,-1.4100000000000001,-1.41
Slovakia,2023,129.53,29.43,15.35,0.2272060526518953,0.11850536555238168,0.060540540540540366,29.53,26.11,3.4200000000000017,3.42
Slovakia,2024,129.52,31.15,14.920000000000002,0.24050339715873995,0.11519456454601606,0.05844376486578318,29.52,26.57,2.9499999999999993,2.95
Slovakia,2025,129.10000000000002,24.18,15.93,0.18729666924864444,0.1233927188226181,-0.22375601926163724,29.1,26.75,2.3500000000000014,2.35
Slovenia,2000,113.61000000000001,32.55,40.9,0.2865064695009242,0.36000352081682946,,13.61,12.29,1.3200000000000003,1.32
Slovenia,2001,114.47999999999999,30.59,41.269999999999996,0.2672082459818309,0.3604996505939902,-0.06021505376344083,14.48,12.71,1.7699999999999996,1.77
Slovenia,2002,114.60000000000001,26.76,43.879999999999995,0.23350785340314137,0.3828970331588132,-0.1252043151356652,14.6,13.47,1.129999999999999,1.13
Slovenia,2003,113.82999999999998,25.349999999999998,45.11,0.2227005183167882,0.3962927172098744,-0.05269058295964135,13.83,13.99,-0.16000000000000014,-0.16
Slovenia,2004,115.27000000000001,31.78,41.9,0.275700529192331,0.3634944044417454,0.25364891518737687,15.27,14.51,0.7599999999999998,0.76
Slovenia,2005,115.11,27.2,42.74000000000001,0.23629571714012684,0.3712970202415082,-0.14411579609817504,15.11,14.79,0.3200000000000003,0.32
Slovenia,2006,115.11,28.19,44.19,0.2448961862566241,0.38389366692728694,0.036397058823529393,15.11,15.15,-0.040000000000000924,-0.04
Slovenia,2007,115.04,25.849999999999998,45.36,0.22470445062586925,0.3942976356050069,-0.08300815892160351,15.04,15.27,-0.23000000000000043,-0.23
Slovenia,2008,116.41,30.58,41.22,0.2626922085731466,0.35409329095438535,0.18297872340425525,16.41,14.81,1.5999999999999996,1.6
Slovenia,2009,116.39,34.8,40.62,0.29899475899991407,0.3489990549016238,0.1379986919555265,16.39,13.33,3.0600000000000005,3.06
Slovenia,2010,116.25999999999999,33.96,41.75,0.29210390504042666,0.35910889385859285,-0.024137931034482696,16.26,14.14,2.120000000000001,2.12
Slovenia,2011,115.91999999999999,28.25,42.230000000000004,0.2437025534851622,0.3643029675638372,-0.16813898704358066,15.92,14.55,1.3699999999999992,1.37
Slovenia,2012,115.55,32.17999999999999,42.129999999999995,0.2784941583729986,0.3646040675032453,0.1391150442477873,15.55,14.51,1.040000000000001,1.04
Slovenia,2013,115.8,37.449999999999996,39.43,0.3234024179620034,0.34050086355785836,0.16376631448104417,15.8,14.51,1.290000000000001,1.29
Slovenia,2014,117.14999999999999,45.089999999999996,28.21,0.3848911651728553,0.24080239009816476,0.2040053404539386,17.15,14.41,2.7399999999999984,2.74
